Country,Year,SuicideRate,GDP_USD,GDPGrowthAnnualPercent,RegionMetDataGDP,IncomeGroupFromGDP,SpecialNotesFromGDP
Portugal,2014,10.6,2.3E+11,0.792190302,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Portugal,2015,9.7,1.99E+11,1.792046046,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Portugal,2016,8.4,2.06E+11,2.019485396,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Portugal,2017,9.1,2.21E+11,3.506345285,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,1995,15.5,25840146405,5.843494234,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,1996,13.9,27925036755,6.619898121,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,1997,13.2,27706028096,5.925837084,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,1998,13.4,29856000671,4.076097479,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,1999,14,30463670124,-0.105914962,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2000,14.6,29242558797,1.166526518,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2001,13.9,30778781607,3.253783981,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2002,14.3,35297794386,4.509444138,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2003,14.6,46919965224,5.499083077,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2004,12.8,57437444469,5.278880718,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2005,12.9,62808723477,6.623461259,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2006,11.95,70767338922,8.493176745,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2007,11.475,86563986799,10.83202881,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2008,11,1.01E+11,5.574886345,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2009,11.1,89399303222,-5.455532867,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2010,11.6,91162836320,6.71663275,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2011,11,99922685425,2.671452779,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2012,10.4,94623731086,1.318802246,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2013,11.2,98935222175,0.632740007,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2014,10,1.01E+11,2.697189807,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2015,8.45,88900883131,5.167181606,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2016,6.9,89952699525,1.943950861,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,2017,6.7,95649966261,2.938068678,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,1995,8.3,6.15E+11,2.757494046,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,1996,8.7,6.43E+11,2.660561604,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,1997,8.8,5.9E+11,3.702494627,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,1998,8.3,6.19E+11,4.393100735,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,1999,8.1,6.35E+11,4.490553378,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2000,8.3,5.98E+11,5.245943824,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2001,7.7,6.28E+11,3.933002765,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2002,8,7.09E+11,2.730948329,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2003,8.1,9.07E+11,2.981936316,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2004,8,1.07E+12,3.122733517,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2005,7.6,1.15E+12,3.652084192,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2006,7.1,1.26E+12,4.102685741,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2007,7,1.47E+12,3.604738462,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2008,7.3,1.63E+12,0.887067046,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2009,7.2,1.49E+12,-3.763107042,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2010,6.5,1.42E+12,0.162919518,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2011,6.5,1.48E+12,-0.814384777,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2012,7.1,1.32E+12,-2.958922132,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2013,7.8,1.36E+12,-1.403341868,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2014,7.8,1.37E+12,1.395775367,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2015,7.2,1.2E+12,3.838518877,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2016,7.1,1.23E+12,3.037774142,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Spain,2017,7.2,1.31E+12,2.975760729,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Sweden,1995,15.5,2.67E+11,3.935192926,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,1996,14.3,2.92E+11,1.579456406,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,1997,13.7,2.68E+11,3.070526593,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,1998,14,2.71E+11,4.311836353,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,1999,13.9,2.74E+11,4.247184144,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2000,12.7,2.63E+11,4.766348871,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2001,13.4,2.42E+11,1.449498618,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2002,13.2,2.67E+11,2.196921062,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2003,12.3,3.34E+11,2.30981059,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2004,12.8,3.85E+11,4.336856154,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2005,13.4,3.92E+11,2.85880324,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2006,13,4.23E+11,4.662773552,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2007,12.2,4.91E+11,3.439221776,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2008,12.5,5.18E+11,-0.450559257,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2009,13.2,4.37E+11,-4.339790575,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2010,12,4.96E+11,5.952107008,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2011,11.6,5.74E+11,3.195333235,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2012,11.9,5.52E+11,-0.588304569,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2013,12.6,5.87E+11,1.187775716,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2014,11.7,5.82E+11,2.657798275,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2015,12,5.05E+11,4.489281588,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2016,11.3,5.16E+11,2.070593151,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,2017,11.7,5.41E+11,2.567924525,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.
Switzerland,1995,20.7,3.53E+11,0.480866449,Europe & Central Asia,High income,
Switzerland,1996,20.7,3.4E+11,0.471280021,Europe & Central Asia,High income,
Switzerland,1997,19.2,2.95E+11,2.261325239,Europe & Central Asia,High income,
Switzerland,1998,19.6,3.03E+11,3.02996917,Europe & Central Asia,High income,
Switzerland,1999,18.3,2.98E+11,1.662701284,Europe & Central Asia,High income,
Switzerland,2000,19.2,2.79E+11,3.958719719,Europe & Central Asia,High income,
Switzerland,2001,18.6,2.87E+11,1.575661967,Europe & Central Asia,High income,
Switzerland,2002,19.7,3.09E+11,-0.073217084,Europe & Central Asia,High income,
Switzerland,2003,17.2,3.62E+11,-0.032398477,Europe & Central Asia,High income,
Switzerland,2004,17.2,4.04E+11,2.70170921,Europe & Central Asia,High income,
Switzerland,2005,17.2,4.18E+11,2.749698985,Europe & Central Asia,High income,
Switzerland,2006,17.1,4.42E+11,4.07362845,Europe & Central Asia,High income,
Switzerland,2007,17.5,4.91E+11,3.916375818,Europe & Central Asia,High income,
Switzerland,2008,16.7,5.67E+11,2.807983632,Europe & Central Asia,High income,
Switzerland,2009,13.8,5.54E+11,-2.297374631,Europe & Central Asia,High income,
Switzerland,2010,12.3,5.99E+11,3.243397336,Europe & Central Asia,High income,
Switzerland,2011,12.5,7.16E+11,1.813108192,Europe & Central Asia,High income,
Switzerland,2012,12.4,6.86E+11,1.179253833,Europe & Central Asia,High income,
Switzerland,2013,12.6,7.06E+11,1.792144057,Europe & Central Asia,High income,
Switzerland,2014,11.9,7.27E+11,2.349881275,Europe & Central Asia,High income,
Switzerland,2015,12.3,6.94E+11,1.644627687,Europe & Central Asia,High income,
Switzerland,2016,11.5,6.88E+11,2.068689667,Europe & Central Asia,High income,
Switzerland,2017,11.6,6.95E+11,1.362799557,Europe & Central Asia,High income,
United Kingdom,1995,7.5,1.35E+12,2.531669964,Europe & Central Asia,High income,
United Kingdom,1996,7.2,1.42E+12,1.907807101,Europe & Central Asia,High income,
United Kingdom,1997,7.1,1.56E+12,4.366581074,Europe & Central Asia,High income,
United Kingdom,1998,7.5,1.66E+12,3.157287339,Europe & Central Asia,High income,
United Kingdom,1999,7.6,1.69E+12,3.014070476,Europe & Central Asia,High income,
United Kingdom,2000,7.35,1.67E+12,4.092653478,Europe & Central Asia,High income,
United Kingdom,2001,7.1,1.65E+12,2.157428178,Europe & Central Asia,High income,
United Kingdom,2002,7,1.79E+12,1.770765299,Europe & Central Asia,High income,
United Kingdom,2003,6.7,2.06E+12,3.123053313,Europe & Central Asia,High income,
United Kingdom,2004,7,2.42E+12,2.344971482,Europe & Central Asia,High income,
United Kingdom,2005,6.7,2.54E+12,2.668337657,Europe & Central Asia,High income,
United Kingdom,2006,6.8,2.71E+12,2.160405321,Europe & Central Asia,High income,
United Kingdom,2007,6.4,3.09E+12,2.563460461,Europe & Central Asia,High income,
United Kingdom,2008,7,2.93E+12,-0.154344315,Europe & Central Asia,High income,
United Kingdom,2009,6.9,2.42E+12,-4.5104856,Europe & Central Asia,High income,
United Kingdom,2010,6.7,2.49E+12,2.430072895,Europe & Central Asia,High income,
United Kingdom,2011,7,2.67E+12,1.067610914,Europe & Central Asia,High income,
United Kingdom,2012,7,2.71E+12,1.448456757,Europe & Central Asia,High income,
United Kingdom,2013,7.6,2.79E+12,1.819863375,Europe & Central Asia,High income,
United Kingdom,2014,7.5,3.07E+12,3.199702626,Europe & Central Asia,High income,
United Kingdom,2015,7.6,2.93E+12,2.393103184,Europe & Central Asia,High income,
United Kingdom,2016,7.4,2.7E+12,2.165206211,Europe & Central Asia,High income,
United Kingdom,2017,7.1,2.68E+12,2.44357047,Europe & Central Asia,High income,
United States,1995,12.6,7.64E+12,2.684217272,North America,High income,
United States,1996,12.3,8.07E+12,3.772565499,North America,High income,
United States,1997,12.1,8.58E+12,4.447174945,North America,High income,
United States,1998,11.9,9.06E+12,4.481394432,North America,High income,
United States,1999,11.3,9.63E+12,4.794499045,North America,High income,
United States,2000,11,1.03E+13,4.077159479,North America,High income,
United States,2001,11.3,1.06E+13,0.954338729,North America,High income,
United States,2002,11.5,1.09E+13,1.695942923,North America,High income,
United States,2003,11.3,1.15E+13,2.796209101,North America,High income,
United States,2004,11.5,1.22E+13,3.852552601,North America,High income,
United States,2005,11.4,1.3E+13,3.48322032,North America,High income,
United States,2006,11.5,1.38E+13,2.782810626,North America,High income,
United States,2007,11.9,1.45E+13,2.010507552,North America,High income,
United States,2008,12.2,1.48E+13,0.122188443,North America,High income,
United States,2009,12.4,1.45E+13,-2.599888351,North America,High income,
United States,2010,12.8,1.5E+13,2.708856694,North America,High income,
United States,2011,13,1.56E+13,1.54989495,North America,High income,
United States,2012,13.2,1.63E+13,2.280687603,North America,High income,
United States,2013,13.4,1.68E+13,1.841875395,North America,High income,
United States,2014,13.8,1.76E+13,2.287775933,North America,High income,
United States,2015,14,1.82E+13,2.706369582,North America,High income,
United States,2016,14.2,1.87E+13,1.667472076,North America,High income,
United States,2017,14.8,1.95E+13,2.241921216,North America,High income,
Brazil,1995,5.5,7.69E+11,4.223793634,Latin America & Caribbean,Upper middle income,
Brazil,1996,5.6,8.5E+11,2.20886405,Latin America & Caribbean,Upper middle income,
Brazil,1997,5.5,8.83E+11,3.394845986,Latin America & Caribbean,Upper middle income,
Brazil,1998,5.5,8.64E+11,0.338097901,Latin America & Caribbean,Upper middle income,
Brazil,1999,4.9,6E+11,0.467937566,Latin America & Caribbean,Upper middle income,
Brazil,2000,5.1,6.55E+11,4.387949447,Latin America & Caribbean,Upper middle income,
Brazil,2001,5.5,5.6E+11,1.389896401,Latin America & Caribbean,Upper middle income,
Brazil,2002,5.3,5.1E+11,3.053461859,Latin America & Caribbean,Upper middle income,
Brazil,2003,5.2,5.58E+11,1.140828998,Latin America & Caribbean,Upper middle income,
Brazil,2004,5.3,6.69E+11,5.759964637,Latin America & Caribbean,Upper middle income,
Brazil,2005,5.6,8.92E+11,3.202132061,Latin America & Caribbean,Upper middle income,
Brazil,2006,5.4,1.11E+12,3.961988711,Latin America & Caribbean,Upper middle income,
Brazil,2007,5.5,1.4E+12,6.069870607,Latin America & Caribbean,Upper middle income,
Brazil,2008,5.6,1.7E+12,5.094195447,Latin America & Caribbean,Upper middle income,
Brazil,2009,5.6,1.67E+12,-0.125812002,Latin America & Caribbean,Upper middle income,
Brazil,2010,5.6,2.21E+12,7.528225818,Latin America & Caribbean,Upper middle income,
Brazil,2011,5.7,2.62E+12,3.974423079,Latin America & Caribbean,Upper middle income,
Brazil,2012,5.9,2.47E+12,1.921175986,Latin America & Caribbean,Upper middle income,
Brazil,2013,5.9,2.47E+12,3.004822669,Latin America & Caribbean,Upper middle income,
Brazil,2014,5.8,2.46E+12,0.50395574,Latin America & Caribbean,Upper middle income,
Brazil,2015,6.1,1.8E+12,-3.545763393,Latin America & Caribbean,Upper middle income,
Brazil,2016,6.1,1.8E+12,-3.275916908,Latin America & Caribbean,Upper middle income,
Brazil,2017,6.5,2.06E+12,1.322869054,Latin America & Caribbean,Upper middle income,
Chile,1995,8.1,73447063319,8.933295869,Latin America & Caribbean,High income,
Chile,1996,7.6,78574385336,6.802916596,Latin America & Caribbean,High income,
Chile,1997,7.4,85728899954,7.391739268,Latin America & Caribbean,High income,
Chile,1998,8.3,81995304456,4.180886627,Latin America & Caribbean,High income,
Chile,1999,8.3,75596103237,-0.273631398,Latin America & Caribbean,High income,
Chile,2000,11.3,78249883996,4.971621488,Latin America & Caribbean,High income,
Chile,2001,11.9,71517080041,3.154034925,Latin America & Caribbean,High income,
Chile,2002,11.6,70294892400,3.202799135,Latin America & Caribbean,High income,
Chile,2003,11.9,76507577235,4.723245269,Latin America & Caribbean,High income,
Chile,2004,11.9,99079230170,6.674254168,Latin America & Caribbean,High income,
Chile,2005,11.4,1.22E+11,5.837045719,Latin America & Caribbean,High income,
Chile,2006,11.9,1.54E+11,6.049990826,Latin America & Caribbean,High income,
Chile,2007,11.9,1.73E+11,5.168230985,Latin America & Caribbean,High income,
Chile,2008,13.2,1.8E+11,3.789392806,Latin America & Caribbean,High income,
Chile,2009,13.4,1.71E+11,-1.118037236,Latin America & Caribbean,High income,
Chile,2010,12.3,2.17E+11,5.851651022,Latin America & Caribbean,High income,
Chile,2011,12.5,2.51E+11,6.223896785,Latin America & Caribbean,High income,
Chile,2012,11.2,2.67E+11,6.155340019,Latin America & Caribbean,High income,
Chile,2013,10.5,2.77E+11,3.308508247,Latin America & Caribbean,High income,
Chile,2014,10.6,2.59E+11,1.792649471,Latin America & Caribbean,High income,
Chile,2015,10.9,2.42E+11,2.1519425,Latin America & Caribbean,High income,
Chile,2016,10.6,2.49E+11,1.753038749,Latin America & Caribbean,High income,
Chile,2017,10.5,2.76E+11,1.357695373,Latin America & Caribbean,High income,
Estonia,1995,43.7,4502970889,,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Estonia,1996,41.9,4786018988,4.943014491,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Estonia,1997,39.4,5154420649,13.05001474,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Estonia,1998,36,5674080543,4.33982551,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
